Category ID,Parent ID,Category Name,Category Path,MAIN CATEGORY
2172,2168,Commercial Display Warmers and Merchandising,Commercial Equipment > Commercial Food Display and Merchandising > Commercial Display Warmers and Merchandising,
2686,2659,Commercial Door Hardware,Hardware > Commercial Door Hardware,
2696,2686,Commercial Door Stops,Hardware > Commercial Door Hardware > Commercial Door Stops,
2338,1995,Commercial Door Type Dishwashers,Commercial Equipment > Commercial Dish Washing Equipment > Commercial Dishwashers > Commercial Door Type Dishwashers,
2115,2109,Commercial Drawer Warmers,Commercial Equipment > Food Holding and Warming Equipment > Commercial Drawer Warmers,
2193,2189,Commercial Drop in  Weld In and Undermount Sinks,Commercial Equipment > Commercial Sinks > Commercial Drop in  Weld In and Undermount Sinks,
2463,2433,Commercial Stacked Laundry,Appliances > Commercial Laundry > Commercial Stacked Laundry,
2220,2219,Commercial Dunnage Racks,Commercial Equipment > Commercial Storage Racks > Commercial Dunnage Racks,
2215,2213,Commercial Educational and Office Carts,Commercial Equipment > Commercial Carts > Commercial Educational and Office Carts,
2113,2109,Commercial Electric Steam Tables,Commercial Equipment > Food Holding and Warming Equipment > Commercial Electric Steam Tables,
1797,0,Commercial Equipment,Commercial Equipment,
2184,2181,Commercial Equipment Stands and Filler Tables,Commercial Equipment > Commercial Work Tables and Stations > Commercial Equipment Stands and Filler Tables,
1936,1797,Commercial Faucets,Commercial Equipment > Commercial Faucets,
2228,2226,Commercial Food and Beverage Carrier Dollies,Commercial Equipment > Commercial Trucks and Dollies > Commercial Food and Beverage Carrier Dollies,
